Name of Restaurant,Address,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Flower Drum," 2/1, 4th Floor, Near Adyar Signal Junction, Above ICICI Bank, Adyar, Chennai",Adyar,"['Chinese', ' Thai']","['Momos', ' Noodle', ' Dimsum Platter', ' Schezwan Fried Rice', ' Thai Green Curry', ' Manchow Soup', ' Dumplings']",800.0,4.5,617,4.3,819,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Free Parking', 'Table booking recommended', 'Wifi', 'Indoor Seating', 'Buffet']"
Flower Drum," 1063, Ground Munusamy Salai, KK Nagar, Chennai",K.K. Nagar,"['Chinese', ' Thai']","['Corn Cornet', ' Fried Rice', ' Manchow Soup', ' Momos', ' Chinese Salad', ' Phuket Paneer', ' Cottage Cheese Sizzler']",700.0,4.0,174,4.1,224,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Buffet']"
Flower Drum," 3, Rajiv Gandhi Salai, Okkiyan, Thoraipakkam, Chennai",Thuraipakkam,"['Chinese', ' Thai', ' Vietnamese', ' Desserts', ' Beverages']","['Fried Rice', ' Manchow Soup', ' Momos', ' Flower Drum Sizzler']",900.0,3.9,85,4.0,147,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Cream Stone," Plot 995-JA, New Number 172, 2nd Avenue, Anna Nagar East, Chennai",Anna Nagar East,"['Desserts', ' Ice Cream']","['Tiramisu', ' Nutella Brownie', ' Chocolava', ' Ferrero Rocher', ' Death By Chocolate', ' Waffles', ' Chocolate Icecreams']",350.0,4.4,741,4.2,3707,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Cream Stone," 5, Vinayakam Avenue, Okkiyam, Thuraipakkam, Chennai",Thuraipakkam,"['Desserts', ' Ice Cream']","['Death By Chocolate', ' Chocolava', ' Tiramisu', ' Chocolate Overdose', ' Chocolate Fudge', ' Nutella Brownie', ' Flavored Ice Cream']",350.0,4.5,683,4.2,4553,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Cream Stone," 55, Adiya Arcade, Kamarajar Avenue, Kasturibai Nagar, Second Main Road, Adyar, Chennai",Adyar,"['Desserts', ' Ice Cream']","['Waffles', ' Chocolava', ' Tiramisu', ' Brownie', ' Ferrero Rocher', ' Chocolate Lava', ' Caramel Sutra']",350.0,4.2,241,4.4,2043,"['Home Delivery', 'Vegetarian Only', 'Sugar Free Options', 'Indoor Seating', 'Desserts and Bakes']"
Cream Stone," 74/6A, ECR, Neelangarai, Chennai",Neelangarai,"['Desserts', ' Ice Cream']","['Tiramisu', ' Death By Chocolate', ' Ferrero Rocher', ' Nutella Brownie', ' Chips', ' Waffles']",350.0,4.0,143,4.2,990,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Sugar Free Options', 'Desserts and Bakes']"
Cream Stone," 534/3, East Coast Center, Anna Salai, Teynampet, Chennai",Teynampet,"['Desserts', ' Ice Cream']",Invalid,350.0,3.7,18,4.4,86,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating', 'Sugar Free Options']"
Hotel Pandian," Plot 13, Thiruvalluvar Street, Perumal Nagar, Mogappair, Chennai",Mogappair,"['North Indian', ' South Indian', ' Chinese']",Invalid,500.0,3.7,180,3.9,10200,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Hotel Pandian," 1/10, PH Road, Vanagaram, Poonamalle, Chennai",Poonamalle,"['North Indian', ' South Indian', ' Chinese']",Invalid,500.0,3.6,39,4.1,402,"['Home Delivery', 'Indoor Seating']"
Hotel Pandia's," 189, Arcot Road, Opposite Kamala Theatre, Vadapalani, Chennai",Vadapalani,"['North Indian', ' Chinese', ' Biryani', ' South Indian', ' Seafood']","['Brain Fry', ' Crab Pepper Fry', ' Mutton Biryani', ' Chicken 65', ' Chicken Grill', ' Butter Chicken', ' Chicken Masala']",750.0,3.9,431,4.2,3598,"['Home Delivery', 'Indoor Seating']"
Hotel Pandia's," 527, TH Road, Washermenpet, Chennai",Washermenpet,"['North Indian', ' Chinese', ' Biryani', ' South Indian', ' Seafood']","['Biryani', ' Mutton Chops', ' Mutton Fry', ' Egg Dosa', ' Mutton Chukka', ' Paya', ' Mutton Korma']",750.0,4.1,416,4.1,2963,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hotel Pandia's," 5, Cemetery Road, Royapuram, Chennai",Royapuram,"['North Indian', ' Chinese', ' Biryani', ' South Indian', ' Seafood']","['Biryani', ' Paratha']",750.0,3.7,122,4.0,776,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']"
Hotel Pandia's," 207A, Jawaharlal Nehru Road, Koyambedu, Chennai",Koyambedu,"['North Indian', ' Chinese', ' Biryani', ' South Indian', ' Seafood']",Invalid,750.0,3.3,7,3.9,23,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Bistro 1427," 137, Shop 9, Grand Arcade, Sitaraman Nagar Main Road, Velachery, Chennai",Velachery,"['Cafe', ' Italian', ' Mexican', ' North Indian']","['Pasta', ' Pizza', ' Burgers', ' Noodle', ' Honey Chilli Chicken', ' Spinach Lasagne', ' Mocktails']",800.0,4.0,329,3.0,1054,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']"
Bistro 1427," 133, Sterling Road, Nungambakkam, Chennai",Nungambakkam,"['Cafe', ' Italian', ' Mexican', ' North Indian']","['Pasta', ' Burgers', ' Nachos', ' Paneer Pizza', ' Fries', ' Bbq Pizza', ' Mojito']",800.0,4.0,495,3.1,861,"['Home Delivery', 'Indoor Seating']"
Bistro 1427," 53B, Trunk Road, Opposite Peter England Showroom, Porur, Chennai",Porur,"['Cafe', ' Italian', ' Mexican', ' North Indian']","['Pasta', ' Pizza', ' Salad', ' Noodle', ' Burgers', ' Cheese Balls', ' Lasagne']",800.0,3.6,304,3.4,562,"['Home Delivery', 'Indoor Seating', 'Rooftop']"
Haagen Dazs," Old 66/New 142, Phoenix Mall, Upper Ground Floor, Velachery Road, Velachery, Chennai","Phoenix Market City, Velachery","['Ice Cream', ' Desserts', ' Beverages']","['Waffles', ' Milk Shake', ' Blueberry Cheese Cake', ' Pancakes', ' Chocolate Icecreams', ' Crepe', ' Hot Chocolate']",800.0,4.2,350,3.9,67,"['Home Delivery', 'Wheelchair Accessible', 'Mall Parking', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Haagen Dazs," T5, 3F, VR Mall, 44, Pillayar Koil Street, Anna Nagar West, Chennai","VR Mall, Anna Nagar","['Ice Cream', ' Desserts', ' Beverages']",Invalid,800.0,3.0,37,3.9,45,"['Home Delivery', 'Mall Parking', 'Wifi', 'Indoor Seating', 'Desserts and Bakes']"
The Cascade," E 28, A 4th Floor, Ramaniam Arcade, 16th Cross Street, 2nd Avenue, Besant Nagar, Chennai",Besant Nagar,"['Seafood', ' Chinese', ' Asian', ' Thai', ' Momos']","['Momos', ' Fish', ' Manchow Soup', ' Spring Roll', ' Crispy Corn', ' Clear Soup', ' Dumplings']",1000.0,4.1,359,4.2,1494,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
The Cascade," AD83, Raj Tower, 1st Floor, 5th Avenue, Anna Nagar West, Chennai",Anna Nagar West,"['Seafood', ' Chinese', ' Asian', ' Thai', ' Momos']","['Noodle', ' Lamb', ' Dragon Chicken', ' Brownie', ' Hakka Noodles', ' Phuket Fish', ' Pan Fried Noodles']",1000.0,3.9,371,4.2,1744,"['Home Delivery', 'Table booking recommended', 'Indoor Seating']"
The Cascade," 135/136, VGP Vimala Nagar, Above Nilgiris, Velachery Tambaram Road, Medavakkam, Chennai",Medavakkam,"['Seafood', ' Chinese', ' Asian', ' Thai', ' Momos']","['Momos', ' Noodle', ' Crabmeat Soup', ' Clear Chicken Soup', ' Chicken Momo', ' Manchow Soup', ' Dragon Chicken']",1000.0,3.8,226,4.1,1058,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
The Cascade," 750, 2nd Floor, 4th Block, AGC Santham Towers, Near West Bus Depot, Mogappair, Chennai",Mogappair,"['Seafood', ' Chinese', ' Asian', ' Thai', ' Momos']","['Momos', ' Tempura Prawns', ' Chicken Lollipop', ' Dragon Chicken', ' Noodle', ' Crab Soup', ' Hunai Soup']",1000.0,3.9,179,4.2,804,"['Home Delivery', 'Table booking recommended', 'Indoor Seating']"
Aasife & Brothers Biriyani Centre," 123/61, LB Road, Near S2 Theyagaraja Theatre, Thiruvanmiyur, Chennai",Thiruvanmiyur,"['North Indian', ' Chinese', ' Mughlai', ' Seafood', ' Desserts', ' Beverages']","['Mutton Biryani', ' Chicken Grill', ' Dragon Chicken', ' Faluda', ' Chicken 65', ' Butter Naan', ' Mutton Pepper Fry']",850.0,3.1,858,3.7,9394,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Wifi', 'Table Reservation Not Required']"
Aasife & Brothers Biriyani Centre," 182, Velachery Main Roa, Ezhil Nagar, Camp Road Junction, Selaiyur, Chennai",Selaiyur,"['North Indian', ' Chinese', ' Mughlai', ' Seafood', ' Desserts', ' Beverages']","['Biryani', ' Tandoori Chicken', ' Chicken Grill', ' Fish Finger', ' Faluda', ' Mutton Chukka', ' Brinjal Curry']",850.0,2.6,329,3.4,2922,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Aasife & Brothers Biriyani Centre," 5/139 A, Mosque Street, Pammal Main Road, Pallavaram, Chennai",Pallavaram,"['North Indian', ' Chinese', ' Mughlai', ' Seafood', ' Desserts', ' Beverages']","['Biryani', ' Chicken Lollipop']",850.0,2.9,242,3.7,1607,"['Home Delivery', 'Catering Available', 'Indoor Seating', 'Table reservation required']"
Waffles Thru The Day," 2/154, ECR, Injambakkam, Chennai",Injambakkam,"['Cafe', ' Desserts', ' Beverages', ' American']","['Waffles', ' Banana Pancake', ' Pancakes', ' Hot Chocolate', ' Pie', ' English Breakfast', ' Banana Caramel']",800.0,3.9,134,3.5,163,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Waffles Thru The Day," 50, 1st Floor, Arihant Square, Mount Poonamallee Road, Opposite Sri Ramachandra Medical University, Porur, Chennai",Porur,"['Cafe', ' Desserts', ' American']","['Waffles', ' Coffee', ' Crepe', ' Hot Chocolate', ' Strawberry Smoothie', ' Salad', ' Huevos Rancheros']",700.0,3.6,50,3.9,87,"['Breakfast', 'Home Delivery', 'Wifi', 'Free Parking', 'Brunch', 'Desserts and Bakes', 'Indoor Seating']"
Krispy Kreme," Food Court, Phoenix Market City Mall, Velachery Main Road, Velachery, Chennai","Phoenix Market City, Velachery","['Desserts', ' Beverages']","['Chocolate Dreamcake', ' Banana Caramel', ' Hot Chocolate', ' Chocolate Donut', ' Cappuccino', ' Custard', ' Cookie Crunch']",400.0,4.1,250,4.1,488,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating', 'Desserts and Bakes']"
Krispy Kreme," Ground floor, VR Mall, 44 Pillaiyar Koil Street, Anna Nagar West, Chennai","VR Mall, Anna Nagar","['Desserts', ' Beverages']",Invalid,400.0,2.8,40,4.1,632,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Mall Parking', 'Outdoor Seating', 'Desserts and Bakes']"
Krispy Kreme," 13/1A, Marina Mall, Old Mahabalipuram Road, Tiruporur Taluk, Egatoor, Chennai",Egatoor,"['Desserts', ' Beverages']",Invalid,400.0,2.7,8,4.1,156,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating', 'Desserts and Bakes']"
Night Eat," 15/A, K.B Dasan Road, SIET College Road, Teynampet, Chennai",Teynampet,"['North Indian', ' Chettinad', ' Chinese']",Invalid,650.0,4.0,426,4.3,11,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Wifi']"
Mr. Sandwich," 13/30, Raghava Nagar, 2nd Main Road, Moovarasampet, Chromepet, Chennai",Chromepet,"['Fast Food', ' Sandwich', ' Beverages']","['Burgers', ' French Fries', ' Pizza', ' Veg Burger', ' Cheese Sandwich']",150.0,3.1,277,3.4,4653,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Mr. Sandwich," 77, Camp Road Junction, Selaiyur, Chennai",Selaiyur,"['Fast Food', ' Sandwich', ' Beverages']",['Sandwich'],150.0,3.5,53,3.7,842,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Mr. Sandwich," 77, Hasthi Nagar Puram, Main Road, Nehru Nagar, Chromepet, Chennai",Chromepet,"['Fast Food', ' Sandwich', ' Beverages']",Invalid,150.0,3.0,55,3.7,604,"['Home Delivery', 'Indoor Seating']"
Mr. Sandwich," 2, Perumal Koil Street, Poothapedu Main Road, Ramapuram, Chennai",Ramapuram,"['Fast Food', ' Sandwich', ' Beverages']",Invalid,150.0,3.8,13,3.9,60,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
ID," 1st Floor, Forum Vijaya Mall, Arcot Road, Vadapalani, Chennai","Forum Vijaya Mall, Vadapalani",['South Indian'],"['Filtered Coffee', ' Buttermilk', ' Sweet Pongal', ' Idli', ' Ghee Pongal', ' Mushroom Masala Dosa', ' Kara Dosa']",300.0,4.1,438,4.1,298,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating']"
ID," 25, Harrington Road, Chetpet, Chennai",Chetpet,['South Indian'],"['Filtered Coffee', ' Vada', ' Sweet Pongal', ' Onion Rava Dosa', ' Masala Dosa', ' Roasted Garlic Dosa']",300.0,3.9,250,4.0,1034,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Aasife Biriyani," 1/136, Opposite Ramahandra Hospital, Perumal Koil Street, Ayyappanthangal Porur, Chennai",Porur,"['Biryani', ' North Indian', ' BBQ', ' Mughlai', ' Beverages']","['Tandoori Chicken', ' Chicken Biryani', ' Dragon Chicken', ' Mutton Biryani']",750.0,2.5,356,4.1,3226,"['Home Delivery', 'Catering Available', 'Table booking recommended', 'Indoor Seating', 'Valet Parking Available', 'Wifi']"
Aasife Biriyani," 165, Velacherry Main Road, Selaiyur, Chennai",Selaiyur,"['Biryani', ' North Indian', ' BBQ', ' Mughlai', ' Beverages']",['Biryani'],750.0,3.0,186,3.8,725,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Valet Parking Available', 'Wifi']"
Aasife Biriyani," 254, GNT Road, Near Axis Bank, Red Hills, Chennai",Red Hills,"['Biryani', ' North Indian', ' BBQ', ' Mughlai', ' Beverages']",Invalid,750.0,3.9,133,3.9,1235,"['Home Delivery', 'Indoor Seating']"
Aasife Biriyani," 85/87, Vellappanchavadi, Poonamalle, Chennai",Poonamalle,"['Biryani', ' North Indian', ' BBQ', ' Mughlai', ' Beverages']",Invalid,750.0,3.0,115,3.6,458,"['Home Delivery', 'Indoor Seating']"
Aasife & Brothers Biriyani Centre," 29, 70 Feet Road, Siva Elangovan Road, Perambur, Chennai",Perambur,"['North Indian', ' Chinese', ' Seafood']","['Biryani', ' Faluda', ' Chicken 65', ' Raita', ' Aasife Biriyani', ' Pepper Chicken']",750.0,2.8,477,3.5,8000,"['Home Delivery', 'Private Dining Area Available', 'Valet Parking Available', 'Table booking recommended', 'Wifi', 'Indoor Seating']"
Aasife & Brothers Biriyani Centre," 406, GST Road, Chromepet, Chennai",Chromepet,"['North Indian', ' Chinese', ' Seafood']",['Biryani'],750.0,3.8,417,3.7,4768,"['Home Delivery', 'Wifi', 'Indoor Seating', 'Table booking recommended']"
Aasife & Brothers Biriyani Centre," 7, Butt Road, Oppsoite Cantonment Complex, St. Thomas Mount, Chennai",St. Thomas Mount,"['North Indian', ' Chinese', ' Seafood']","['Biryani', ' Prawn', ' Chicken Grill']",750.0,2.9,281,3.9,5855,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required', 'Catering Available']"
Aasife & Brothers Biriyani Centre," 5/98, Opposite Cantonment Marriage Hall, St. Thomas Mount, Chennai",St. Thomas Mount,"['North Indian', ' Chinese', ' Seafood']","['Chicken 65', ' Chicken Biryani', ' Chicken Lollipop', ' Ginger Chicken', ' Naan']",750.0,2.6,210,3.8,1857,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required', 'Catering Available', 'Wifi']"
JDS Donut House," 400, Old Mahabalipuram Road, Perungudi, Chennai",Perungudi,"['Desserts', ' Fast Food']","['Choco Frappe', ' Custard', ' Donut Burger', ' Sandwich', ' Coffee', ' Fries', ' Double Dark']",400.0,4.0,388,4.0,1483,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Donut House," Shop 1, Ground Floor, B. Ravishankar, Wellington Estate, Ethiraj Salai, Egmore, Chennai",Egmore,"['Desserts', ' Fast Food']","['Hot Chocolate', ' Coffee', ' Chocolate Donut']",400.0,3.9,209,3.6,311,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
JDS Donut House," Muthumariamman Kovil Street, Arcot Road, Janaki Nagar Annex, Valasaravakkam, Chennai",Valasaravakkam,"['Desserts', ' Fast Food']",Invalid,400.0,2.7,54,3.6,310,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Gangotree," AB 142, Shanthi Colony, Anna Nagar East, Chennai",Anna Nagar East,"['Mithai', ' Sandwich', ' Street Food', ' Ice Cream', ' Beverages']","['Panipuri', ' Dahi Papadi Chaat', ' Raj Kachori', ' Bhel Puri', ' Rasmalai', ' Pav Bhaji', ' Faluda']",400.0,3.9,273,3.8,51,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required', 'Serves Jain Food']"
Gangotree," 23A, Mandira Apartments, North Boag Road, T. Nagar, Chennai",T. Nagar,"['Mithai', ' Sandwich', ' Street Food', ' Ice Cream', ' Beverages']","['Chaat', ' Panipuri', ' Bhel Puri', ' Rasmalai', ' Pav Bhaji', ' Raj Kachori', ' Paneer Wrap']",400.0,3.4,237,3.9,105,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating', 'Catering Available']"
Wangs Kitchen," 10/1, 1st Cross Brindavan Street, 4th Avenue, Dr. Ambedkar Salai, Ashok Nagar, Chennai",Ashok Nagar,"['Asian', ' Chinese', ' Momos']","['Noodle', ' Momos', ' Dragon Chicken', ' Spring Roll', ' Chicken Manchurian', ' Hakka Noodles', ' Szechwan Fried Rice']",800.0,3.4,366,3.5,4695,"['Home Delivery', 'Indoor Seating']"
Wangs Kitchen," 9/4, Thiru Vi Ka Road, Royapettah, Chennai",Royapettah,"['Asian', ' Chinese', ' Momos']","['Momos', ' Dragon Chicken', ' Phuket Fish', ' Chicken Lollipop', ' Chocolate Fondant', ' Crispy Lamb', ' Prawn']",800.0,2.9,320,3.9,3053,"['Home Delivery', 'Table reservation required', 'Indoor Seating']"
Wangs Kitchen," 61, 3rd Main Road, Kasthurba Nagar, Adyar, Chennai",Adyar,"['Asian', ' Chinese', ' Momos']","['Noodle', ' Momos', ' Fried Icecream', ' Chicken Lollipop', ' Chicken Momo', ' Dragon Chicken', ' Manchow Soup']",800.0,2.5,331,3.8,2757,"['Home Delivery', 'Indoor Seating']"
Wangs Kitchen," 121, Plot C6, W Block, Anna Nagar East, Chennai",Anna Nagar East,"['Asian', ' Chinese', ' Momos']","['Noodle', ' Chicken Lollipop', ' Momos', ' Chicken Manchurian', ' Dragon Chicken', ' Manchow Soup', ' Mixed Fried Rice']",800.0,3.0,325,2.9,1774,"['Home Delivery', 'Indoor Seating']"
Wangs Kitchen," 22/13, Manickeswari Road, Kellys, Kilpauk, Chennai",Kilpauk,"['Asian', ' Chinese', ' Momos']","['Noodle', ' Dragon Chicken', ' Veg Momos', ' Manchow Soup', ' Corn Soup', ' Chilli Chicken', ' Fried Momo']",800.0,2.2,250,3.5,2419,"['Home Delivery', 'Table Reservation Not Required', 'Indoor Seating']"
Wangs Kitchen," 4/400, Palavakkam, Chennai Palavakkam",Palavakkam,"['Asian', ' Chinese', ' Momos']","['Chicken Lollipop', ' Manchow Soup', ' Momos', ' Crispy Lamb', ' Prawn', ' Chop Suey']",800.0,2.5,227,3.7,1855,"['Home Delivery', 'Catering Available', 'Table reservation required', 'Indoor Seating']"
Wangs Kitchen," 110, 1st Floor, Opposite Jains Swarnakamal Apartments, Arcot Road, Saligramam",Saligramam,"['Asian', ' Chinese', ' Momos']","['Momos', ' Dragon Chicken', ' Chicken Lollipop', ' Phuket Fish', ' Sweet Corn Soup', ' Chicken Noodle', ' Chicken Manchurian']",800.0,4.1,228,3.9,823,"['Home Delivery', 'Indoor Seating']"
Wangs Kitchen," 3, Below Indian Bank, Medavakkam Main Road, Puzhuthivakkam, Madipakkam, Chennai",Madipakkam,"['Asian', ' Chinese', ' Momos']","['Rice Noodle', ' Momos', ' Spring Roll', ' Szechwan Rice']",800.0,3.5,242,3.9,3279,"['Home Delivery', 'Indoor Seating']"
Wangs Kitchen," New 90, Old 40 A/2, 1st Main Road, CIT Nagar, Nandanam, Chennai",Nandanam,"['Asian', ' Chinese', ' Momos']","['Noodle', ' Manchow Soup', ' Chicken Lollipop', ' Momos', ' Manchurian', ' Schezwan Chicken', ' Spring Roll']",800.0,2.8,180,4.0,1518,"['Home Delivery', 'Table booking recommended', 'Indoor Seating']"
Wangs Kitchen," A-80, Seven Star Building, 3rd Avenue, Anna Nagar East, Chennai",Anna Nagar East,"['Asian', ' Chinese', ' Momos']","['Noodle', ' Momos', ' Veg Fried Rice', ' Hakka Noodles', ' Dragon Chicken', ' Golden Fried Prawns']",800.0,2.9,193,4.1,1878,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Wangs Kitchen," 4/553, Paari Salai, Mogappair East, Mogappair, Chennai",Mogappair,"['Asian', ' Chinese', ' Momos']","['Noodle', ' Dragon Chicken', ' Momos', ' Fish', ' Beef Chilli', ' Chips', ' Talumein Soup']",800.0,2.9,171,3.3,2878,"['Home Delivery', 'Indoor Seating']"
Wangs Kitchen," 34, 2nd Street, Sri Sakthi Vijayalakshmi Nagar, Velachery, Chennai",Velachery,"['Asian', ' Chinese', ' Momos']","['Noodle', ' Momos', ' Dragon Chicken', ' Mixed Fried Rice']",800.0,2.4,142,4.0,1283,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table reservation required']"
Wangs Kitchen," Plot 4/553, MIG Type, Mogappair, Chennai",Mogappair,"['Asian', ' Chinese', ' Momos']","['Noodle', ' Dragon Chicken', ' Lung Fung Soup', ' Momos', ' Chop Suey']",800.0,2.8,129,3.7,1420,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Wangs Kitchen," 1/362, Rajiv Gandhi Road, Padur Village, Padur, Chennai",Padur,"['Asian', ' Chinese', ' Momos']","['Momos', ' Dragon Chicken', ' Sweet Corn Chicken Soup']",800.0,3.2,157,3.7,1970,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Wangs Kitchen," GST Road, Vandalur Signal, Vandalur, Chennai",Vandalur,"['Asian', ' Chinese', ' Momos']","['Momos', ' Chicken Noodle', ' Fried Rice Chicken']",800.0,2.6,129,3.5,1591,"['Home Delivery', 'Table reservation required', 'Indoor Seating']"
Wangs Kitchen," Door Number 160/200, Rama Krishna Mutt Road, Mandaveli, Chennai",Mandaveli,"['Asian', ' Chinese', ' Momos']","['Noodle', ' Momos', ' Chop Suey']",800.0,2.8,116,4.0,1624,"['Home Delivery', 'Indoor Seating']"
